bw_date,bw_lat,bw_lon,reef_zone,cloud_cover,bleaching,bleaching_sev,notes
8/25/2015,24.44424,-81.96141,Patch Reef,no data,yes,76-100%,
8/25/2015,24.44437,-81.94069,Patch Reef,no data,yes,76-100%,
8/25/2015,24.44895,-81.93086,Patch Reef,no data,yes,76-100%,
8/25/2015,24.44614,-81.96933,Patch Reef,no data,yes,76-100%,
8/25/2015,24.59249,-81.22116,other/don't know,no data,yes,76-100%,
8/25/2015,24.59162,-81.23261,other/don't know,no data,yes,76-100%,
8/25/2015,24.58078,-81.27299,other/don't know,no data,yes,76-100%,
8/25/2015,24.58601,-81.25211,other/don't know,no data,yes,76-100%,
8/25/2015,24.59728,-81.26468,other/don't know,no data,yes,76-100%,
8/25/2015,24.72487,-80.91892,Patch Reef,partly cloudy,yes,31-50%,There were thick bands of black band disease on brain and star corals
8/27/2015,24.62148,-81.36317,Patch Reef,no data,yes,11-30%,
9/1/2015,24.52129,-81.51588,other/don't know,no data,yes,76-100%,
9/1/2015,24.51951,-81.53258,other/don't know,no data,yes,51-75%,
9/1/2015,24.52619,-81.50423,other/don't know,no data,yes,51-75%,
9/1/2015,24.52426,-81.52236,other/don't know,no data,yes,31-50%,
9/1/2015,24.51667,-81.55456,other/don't know,no data,yes,11-30%,
9/1/2015,24.51398,-81.56316,other/don't know,no data,yes,31-50%,
9/1/2015,24.55001,-81.52374,other/don't know,no data,yes,11-30%,
9/1/2015,24.55943,-81.47942,other/don't know,no data,yes,31-50%,
9/1/2015,24.6895,-81.0302,other/don't know,no data,yes,no data,
9/1/2015,24.71754,-80.93495,other/don't know,no data,yes,no data,
9/2/2015,24.54248,-81.40728,other/don't know,no data,yes,31-50%,
9/2/2015,24.54514,-81.42704,other/don't know,no data,yes,76-100%,
9/2/2015,24.54973,-81.44273,other/don't know,no data,yes,51-75%,
9/2/2015,24.55231,-81.44385,other/don't know,no data,yes,31-50%,
9/2/2015,24.55339,-81.38066,other/don't know,no data,yes,11-30%,
9/2/2015,24.62625,-81.10917,other/don't know,no data,yes,11-30%,"Paling: Dendrogyra cylindrus, Diploria clivosa, Montastraea cavernosa,
Siderastrea radians, Pseudodiploria strigosa, Madracis mirabilis,
Montastraea faveolata

Partial Bleaching: Agaricia agaricites, Millepora alcicornis

Bleaching: Porites porites, Millepora alcicornis"
9/3/2015,24.56581,-81.33437,other/don't know,no data,yes,76-100%,
9/3/2015,24.56971,-81.33003,other/don't know,no data,yes,76-100%,
9/3/2015,24.56869,-81.32655,other/don't know,no data,yes,51-75%,
9/3/2015,24.55704,-81.36685,other/don't know,no data,yes,31-50%,
9/3/2015,24.46955,-81.80274,other/don't know,no data,yes,76-100%,
9/3/2015,24.47082,-81.72973,other/don't know,no data,yes,76-100%,
9/3/2015,24.48514,-81.75645,other/don't know,no data,yes,76-100%,
9/3/2015,24.5027,-81.73677,other/don't know,no data,yes,76-100%,
9/3/2015,25.22162,-80.2111,Bank Reef,no data,yes,no data,
9/3/2015,24.61162,-82.87015,Bank Reef,clear,yes,11-30%,"Diploria labyrinthiformis was bleaching heavily, Siderastrea siderea were
partially bleached and showing signs of bleaching but not white, Diploria
strigosa were partially to mostly bleached. Some fire coral and gorgonians
were completely white."
9/3/2015,24.67909,-83.03599,Deep Reef,no data,yes,1-10%,
9/4/2015,25.00901,-80.3757,Bank Reef,no data,yes,no data,
9/5/2015,25.11167,-80.30917,Patch Reef,no data,yes,no data,
9/7/2015,24.89393,-80.55392,Patch Reef,no data,yes,51-75%,
9/8/2015,24.49003,-81.67852,other/don't know,no data,yes,76-100%,
9/8/2015,24.50657,-81.68639,other/don't know,no data,yes,31-50%,
9/8/2015,24.68653,-80.96175,Bank Reef,partly cloudy,yes,31-50%,
9/8/2015,24.62533,-81.10988,Bank Reef,partly cloudy,yes,31-50%,depended on genet. some brain corals or Montastereas were completely
9/8/2015,24.62158,-81.12708,Bank Reef,partly cloudy,yes,31-50%,
9/9/2015,24.48826,-81.67061,other/don't know,no data,yes,31-50%,
9/9/2015,24.49306,-81.66008,other/don't know,no data,yes,51-75%,
9/9/2015,24.50906,-81.66554,other/don't know,no data,yes,31-50%,
9/9/2015,24.51593,-81.6748,other/don't know,no data,yes,31-50%,
9/9/2015,24.7452,-80.78157,Bank Reef,no data,yes,51-75%,"I wasn't able to do any systematic surveys, but these were my general
impressions:
-Diploria: always bleached; most colonies were entirely white, but all
showed severe paling
-Porites astreoides: paling, but few colonies were completely bleached
-Porites porites: Variable, but most colonies showed evidence of bleaching
and/or paling
-Millepora: often bleached, especially colony tips
-Siderastrea siderea: almost no paling/bleaching
-Obricella: very few colonies present, but no bleaching observed; same goes
for Montastraea cavernosa"
9/9/2015,24.71782,-80.84213,Bank Reef,clear,yes,51-75%,"bleached: D cyl, O fav, P ast, P por, D lab, D strig, M mean, M cav, S sid,
Agaricia sp,
pale & bleached octocoral: A americana, Eunicia, Muricia, Muriciopsis,
Briarium"
9/9/2015,24.71778,-80.8452,Bank Reef,clear,yes,51-75%,
9/9/2015,24.68988,-80.91917,other/don't know,clear,yes,51-75%,"bleach: O fav, D cyl, M mean, M cav, D lab, D strig, P por, P ast, Agaricia
octocorals bleached & pale"
9/9/2015,24.65593,-81.01222,Bank Reef,clear,yes,51-75%,"bleach: O fav, M mean, M cav, D lab, D strig, P por, P ast, Agaricia, A palm pale: D cyl, C nat, A prol, A palm, A cerv (outplants) octocorals bleached & pale BBD: C nat"
9/9/2015,24.6297,-81.09315,Bank Reef,clear,yes,76-100%,"bleach: D cyl, O fav, M mean, M cav, D lab, D strig, P por, P ast, Agaricia

octocorals bleached & pale"
9/9/2015,24.62548,-81.11178,Bank Reef,clear,yes,76-100%,"bleach: O fav, M mean, M cav, D lab, D strig, P por, P ast, Agaricia, A palm
pale: D cyl, C nat, A prol, A palm, A cerv (outplants)
octocorals bleached & pale
BBD: C nat"
9/10/2015,24.50012,-81.62958,other/don't know,no data,yes,76-100%,
9/10/2015,24.51377,-81.61843,other/don't know,no data,yes,31-50%,
9/10/2015,24.52622,-81.62611,other/don't know,no data,yes,31-50%,
9/10/2015,24.52983,-81.63037,other/don't know,no data,yes,31-50%,
9/10/2015,24.53475,-81.63209,other/don't know,no data,yes,31-50%,
9/10/2015,24.57997,-81.28777,Patch Reef,clear,yes,76-100%,"bleached: S sid, Solenestria, P ast, P por, Euc, D stok, C nat, O fav, O
ann, M cav, Agaricia, D lab, D stri, M mean
bleached octos: A americana, Psuedoplexara, Plexarella, Eunicia spp,
Muricia, Plexaura, Briarium"
9/10/2015,24.58433,-81.25835,Patch Reef,clear,yes,76-100%,"bleached: D cyl, S sid, Solenestria, P ast, P por, Euc, D stok, C nat, O
fav, O ann, M cav, Agaricia, D lab, D stri, M mean
bleached octos: A americana, Psuedoplexara, Plexarella, Eunicia spp,
Muricia, Plexaura, Briarium"
9/10/2015,24.58517,-81.25265,Patch Reef,clear,yes,76-100%,"bleached: D cyl, S sid, Solenestria, P ast, P por, Euc, D stok, C nat, O
fav, O ann, M cav, Agaricia, D lab, D stri, M mean
bleached octos: A americana, Psuedoplexara, Plexarella, Eunicia spp,
Muricia, Plexaura, Briarium
BBD: C nat, G vent"
9/10/2015,24.5856,-81.25112,Patch Reef,clear,yes,76-100%,"bleached: D cyl, S sid, Solenestria, P ast, P por, Euc, D stok, C nat, O
fav, O ann, M cav, Agaricia, D lab, D stri, M mean
bleached octos: A americana, Psuedoplexara, Plexarella, Eunicia spp,
Muricia, Plexaura, Briarium
WP: D cyl"
9/10/2015,24.59005,-81.24897,Patch Reef,clear,yes,76-100%,"bleached: D cyl, S sid, Solenestria, P ast, P por, Euc, D stok, C nat, O
fav, O ann, M cav, Agaricia, D lab, D stri, M mean
bleached octos: A americana, Psuedoplexara, Plexarella, Eunicia spp,
Muricia, Plexaura, Briarium
"
9/12/2015,24.76429,-80.96139,Hardbottom ,partly cloudy,yes,51-75%,"bayside hardbottom observations:
Briarium - some pale, others totally white; Pterogorgia - pale,
Antillogorgia anceps - white
not many hard corals: most ""golf ball size"" corals slightly pale but ok (S
rad, Sol, Fav); Mancinea 2 of 2 colonies were completely bleached; totally
bleached sun anemone"
9/14/2015,24.95183,-80.4594,other/don't know,no data,yes,76-100%,
9/14/2015,24.9425,-80.47383,other/don't know,no data,yes,76-100%,
9/14/2015,25.01468,-80.42249,Mid-Channel Reef,no data,yes,76-100%,
9/14/2015,24.69948,-80.96678,Patch Reef,partly cloudy,yes,51-75%,"Not all individuals were bleached, but certainly some of each of the coral
categories were completely bleached. Other were partial bleached or pale. I
assume if we see any that are completely bleached, we count them as bleached
for that coral category. Let me know if that's wrong. Thanks Cory!"
9/14/2015,24.69767,-80.9581,Patch Reef,partly cloudy,yes,31-50%,
9/15/2015,24.70175,-81.15629,other/don't know,no data,yes,no data,Email sent via Forrest Young�general observations
9/16/2015,24.79685,-80.86698,other/don't know,no data,yes,no data,Email sent via Forrest Young�general observations
9/17/2015,24.54205,-81.4079,Deep Reef,cloudy,yes,31-50%,
9/17/2015,24.54526,-81.40793,Bank Reef,cloudy,yes,31-50%,
9/17/2015,24.83749,-80.77345,other/don't know,no data,yes,no data,Email sent via Forrest Young�general observations
9/18/2015,25.13983,-80.29463,Bank Reef,clear,yes,31-50%,"The huge patch of A. palmata is paling and bleaching quite extensively. 
There also seems to be a disease (looks like white band) leading to a lot of
algae coverage.  M. complanata is stark white as is many M. alcicornis.  The
P. porites is paling, as is the Siderastreas (purple colonies) and there are
a couple large boulders of different species that appear to be paling, but
not yet bleaching."
9/18/2015,24.982,-80.42167,other/don't know,no data,yes,51-75%,
9/18/2015,24.84257,-80.74919,other/don't know,no data,yes,no data,Email sent via Forrest Young�general observations
9/18/2015,24.84935,-80.75126,other/don't know,no data,yes,no data,Email sent via Forrest Young�general observations
9/18/2015,24.7455,-80.77892,Bank Reef,partly cloudy,yes,76-100%,"many species of octos totally bleached, other pale, some normal
bleached: D lab, M mean, Agaricia, P por, P ast, A cerv
pale: C nat, D cliv, D strig, M cav,"
9/18/2015,24.75918,-80.80413,Patch Reef,partly cloudy,yes,no data,"Additional Comments:
BBD: M cav
Dark Spot: Meandina
dead X muta
bleached: D lab, M mean, P por, Agaricia,
pale: C nat, D stok, D. strig, D cliv, O fav
pale and bleached octos"
9/19/2015,24.45247,-81.88059,Bank Reef,no data,yes,76-100%,
9/19/2015,24.4535,-81.86,other/don't know,no data,yes,76-100%,
9/19/2015,24.75238,-80.75492,Deep Reef,clear,yes,76-100%,"bleached: Agaricia, P por, M cav, S sid, D strig
pale: M cav, O fav, S sid, Eusmillia
some octocoral bleached: Briarium, Erythropodium, Plexaurella
picnocline at 55' to bottom, top layer noticeably cooler"
9/20/2015,24.70043,-80.89342,Patch Reef,partly cloudy,yes,51-75%,
9/21/2015,24.7527,-80.7578,Deep Reef,no data,yes,76-100%,"Species most severely affected were Diploria/Pseudodiploria spp., Eusmilia fastigiata, Porites spp., Scolemia, Orbicella spp., Colpophyllia natans, Meandrina meandrites, Acropora cervicornis and Millepora alcicornis.  Black Band Disease was also observed affecting Diploria/Pseudodiploria spp., Colpophyllia natans.  In addition to stony corals, octocorals were bleaching as well.  Total bleaching was seen in Muricea spp., partial bleaching (top portions of colonies/tips of branches) in Pseudoplexaura spp. and Plexaurella spp., and paling in other genera including Antillogorgia, Muriceopsis, Eunicea and Plexaura.  "
9/21/2015,24.745,-80.7812,Bank Reef,no data,yes,51-75%,
9/21/2015,24.68188,-80.97092,Patch Reef,clear,yes,51-75%,"BBD: D cyl, M cav, C nat, D lab
WP: D cyl"
9/22/2015,24.50393,-81.60381,other/don't know,no data,yes,31-50%,
9/22/2015,24.52487,-81.5759,other/don't know,no data,yes,11-30%,
9/22/2015,24.54079,-81.61189,other/don't know,no data,yes,11-30%,
9/22/2015,24.578,-81.59109,other/don't know,no data,yes,1-10%,
9/22/2015,24.5857,-81.58262,Patch Reef,no data,yes,76-100%,
9/22/2015,24.55756,-81.80842,Patch Reef,no data,yes,76-100%,
9/22/2015,24.6231,-81.1105,Deep Reef,no data,yes,31-50%, We would estimate the bleaching to be about 25-50% at our Sombrero Deep site at 50'.  Same species as below affected but the species most affected were Agaricia spp and Porites spp. Also saw H.cuculata bleaching. Octos were paling but not near as bad as at Tennessee.
9/22/2015,24.99173,-80.4086,Bank Reef,partly cloudy,yes,31-50%,WP: D cyl
9/23/2015,24.56023,-81.50127,Mid-Channel Reef,no data,yes,31-50%,
9/24/2015,24.54341,-81.41194,Deep Reef,cloudy,yes,31-50%,BB Disease
9/24/2015,24.5532,-81.43758,other/don't know,no data,yes,51-75%,BB Disease
9/24/2015,24.55473,-81.4278,other/don't know,cloudy,yes,51-75%,BB Disease
9/24/2015,24.56304,-81.40029,other/don't know,cloudy,yes,51-75%,BB Disease
9/24/2015,24.94663,-80.4693,Hardbottom ,mostly cloudy,yes,51-75%,"Surveys were conducted on the shallow side of Little Conch Reef from
~1000-1400 hrs. on 24SEP2015. Natural and outplanted Acropora cervicornis
colonies were mostly 100% bleached. Fire corals (both M. alcicornis and M.
complanata) were mostly 100% bleached. Gorgonians, especially Muricea spp.,
were paling or partially bleached."
9/26/2015,24.982,-80.42167,other/don't know,no data,yes,11-30%,
9/28/2015,24.95008,-80.45352,other/don't know,no data,yes,no data,
9/29/2015,24.54605,-81.40478,Bank Reef,no data,yes,11-30%,
9/29/2015,24.5529,-81.38015,other/don't know,no data,yes,31-50%,BBD
9/30/2015,24.5449,-81.81154,Patch Reef,no data,yes,no data,
9/30/2015,24.69566,-81.03806,other/don't know,no data,yes,11-30%,
9/30/2015,24.70469,-80.9392,other/don't know,no data,yes,31-50%,
9/30/2015,24.52646,-81.5053,other/don't know,no data,yes,11-30%,
9/30/2015,24.52666,-81.50195,other/don't know,no data,yes,11-30%,
9/30/2015,24.52784,-81.49673,other/don't know,no data,yes,31-50%,
9/30/2015,24.52999,-81.48595,other/don't know,no data,yes,31-50%,BBD
10/1/2015,25.07108,-80.3908,other/don't know,no data,yes,no data,
10/5/2015,24.44929,-82.07423,other/don't know,no data,yes,no data,
10/6/2015,24.53869,-81.45722,other/don't know,no data,yes,31-50%,Palythoa looking better
10/6/2015,24.54257,-81.44461,other/don't know,no data,yes,31-50%,
10/6/2015,24.52835,-81.49541,other/don't know,no data,yes,31-50%,
10/6/2015,24.61006,-82.94866,Deep Reef,no data,yes,no data,
10/6/2015,24.72148,-82.8422,Deep Reef,no data,yes,no data,
10/6/2015,24.70069,-82.76617,other/don't know,no data,yes,no data,
10/7/2015,24.93864,-80.49139,other/don't know,no data,yes,31-50%,
10/7/2015,24.96379,-80.45067,other/don't know,no data,yes,11-30%,
10/7/2015,24.97276,-80.43676,other/don't know,no data,yes,11-30%,
10/7/2015,24.97909,-80.43772,other/don't know,no data,yes,11-30%,
10/7/2015,24.97814,-80.42583,other/don't know,no data,yes,11-30%,
10/7/2015,24.95556,-80.49231,other/don't know,no data,yes,31-50%,
10/7/2015,24.44369,-82.59107,other/don't know,no data,yes,no data,
10/8/2015,24.97632,-80.42089,other/don't know,no data,yes,11-30%,
10/8/2015,25.00902,-80.38911,other/don't know,no data,yes,11-30%,
10/8/2015,25.00865,-80.37713,other/don't know,no data,yes,11-30%,
10/8/2015,25.01854,-80.36717,other/don't know,no data,yes,11-30%,
10/9/2015,25.13822,-80.2888,Bank Reef,partly cloudy,yes,11-30%,
10/9/2015,24.45207,-81.8769,Bank Reef,clear,yes,31-50%," bleached: D cyl, Agaricia, P por, D lab, Millepora
partial bleach: C nat, O fav
BBD: O fav, C nat, M cav
WP: D cyl"
10/9/2015,24.47388,-81.74365,Bank Reef,clear,yes,31-50%,"Additional Comments:
bleach: D cyl, P por, D lab, Agaricia, Millepora, Briareum, Plexaurella,
Muricia
partial bleach: O fav, C nat
pale: M cav, M mean, Erythropodium
dark spot: M mean"
10/12/2015,24.551,-81.37925,other/don't know,no data,yes,no data,
10/14/2015,24.55245,-81.38409,Patch Reef,no data,yes,31-50%,
10/14/2015,24.59565,-81.37162,Mid-Channel Reef,no data,yes,11-30%,
10/15/2015,24.56023,-81.50127,Mid-Channel Reef,no data,yes,11-30%,
10/24/2015,24.53821,-81.44156,Deep Reef,no data,yes,11-30%,
10/24/2015,24.54024,-81.4488,other/don't know,no data,yes,11-30%,
10/24/2015,24.55245,-81.38409,other/don't know,no data,yes,1-10%,
10/24/2015,24.56742,-81.38781,other/don't know,no data,yes,1-10%,
10/24/2015,24.56883,-81.38113,other/don't know,no data,yes,1-10%,
11/2/2015,24.5529,-81.38015,other/don't know,no data,yes,11-30%,
11/3/2015,24.5676,-81.32977,other/don't know,no data,yes,11-30%,
10/13/2015,24.93167,-80.54833,Patch Reef,no data,yes,76-100%,
10/29/2015,25.11006,-80.33992,other/don't know,no data,yes,11-30%,
10/29/2015,25.07697,-80.37875,other/don't know,no data,yes,51-75%,
10/26/2015,25.59017,-80.09604,Bank Reef,no data,yes,no data,
10/27/2015,24.90888,-80.52539,other/don't know,no data,yes,no data,
10/28/2015,24.6266,-81.10937,Bank Reef,no data,yes,no data,
10/29/2015,24.6962,-82.7844,other/don't know,no data,yes,no data,
10/25/2015,24.53388,-81.8754,other/don't know,no data,yes,76-100%,
5/17/2016,25.22225,-80.28008, Mid-Channel Reef,partly cloudy,yes,1-10%,We also observed dark spot disease on 9 colonies of SSID and black band disease on one colony of OFAV
5/17/2016,25.21695,-80.27827, Mid-Channel Reef,partly cloudy,yes,1-10%,"We also observed dark spot disease on 5 colonies of SSID, and fish bites on one colony of OANN, one colony of OFAV, and three colonies of OFAV"
5/17/2016,25.21650,-80.28770, Mid-Channel Reef,partly cloudy,yes,1-10%,"We also observed dark spot disease on 18 colonies of SSID, and fish bites on 11 colonies of SSID and 3 colonies of PPOR"
5/18/2016,25.07293,-80.37920, Mid-Channel Reef,mostly cloudy,yes,11-30%,We also observed dark spot disease on 25 colonies of SSID. (Plus a horse conch predating a queen conch)
5/18/2016,25.07446,-80.37673, Mid-Channel Reef,mostly cloudy,yes,11-30%,We also observed fish bites on one colony of PPOR and dark spot disease on 36 colonies of SSID and one colony of SINT
5/18/2016,25.07895,-80.37756, Mid-Channel Reef,mostly cloudy,yes,11-30%,We also observed dark spot disease on 99 colonies of SSID
5/18/2016,25.07256,-80.39010,Bank Reef,cloudy,yes,11-30%,"We also observed dark spot disease on 30 colonies of SSID and on one colony of SINT.� The 2010 cold water bleaching event resulted in a 75-80% loss of coral coverage at the five sites at Mosquito Banks and only a 6% loss of coral at the three Basin Hill Shoals sites.� We observed mortality at the Mosquito Banks sites of� stony coral species including PAST, PPOR, DLAB, MCAV, OFAV and OANN which resulted in a loss of diversity. SSID, SINT and SBOU are now the prevalent stony coral species. We have also observed an increase in the abundance of octocoral species at the five sites at Mosquito Banks particularly of Gorgonia ventalina, Gorgonia flabellum, Briareum asbestinum, Plexaura homomalla, Pseduoplexaura spp., Eunicea spp., Muricea spp. and Pseudopterogorgia spp."
5/31/2016,24.53840,-81.45338,other/don't know,no data,no,0%,
6/1/2016,24.45275,-81.87515,Bank Reef,no data,no,0%,
6/2/2016,24.76550,-80.75218,Bank Reef,clear,no,0%,"no disease observed, dense macro algal cover"
6/2/2016,24.71298,-80.84927, Deep Reef,clear,no,0%,"no disease observed, top 20' of water murky green 30C (bay water?)"
6/2/2016,24.71780,-80.84210,Bank Reef,clear,no,0%,no disease observed
6/2/2016,24.45471,-81.85921,Bank Reef,no data,no,0%,
6/3/2016,24.84387,-80.72108,other/don't know,no data,no,0%,
6/4/2016,24.52294,-81.51694,Bank Reef,no data,no,0%,
6/4/2016,24.57917,-81.49692, Patch Reef,no data,yes,no data,White disease on 10-15 colonies of OANN
6/4/2016,25.22237,-80.20989,Bank Reef,no data,no,0%,White blotchy disease on SSID's
6/10/2016,24.62666,-81.10799,Bank Reef,no data,no,0%,
6/10/2016,24.84724,-80.62019,other/don't know,no data,no,0%,
6/10/2016,25.04450,-80.36997,other/don't know,no data,no,0%,
6/10/2016,24.93393,-80.54920, Patch Reef,no data,no,0%,No disease
6/10/2016,24.99903,-80.46683,other/don't know,no data,no,0%,
6/11/2016,24.63030,-81.08110,other/don't know,no data,no,0%,
6/12/2016,24.62622,-81.11100,Bank Reef,no data,no,0%,
6/13/2016,24.56023,-81.50127, Mid-Channel Reef,no data,no,0%,
6/13/2016,24.54213,-81.78972, Patch Reef,partly cloudy,no,0%,Looks like old mortality from previous bleaching?
6/17/2016,24.53145,-81.48355,other/don't know,no data,no,0%,White disease noted on 1 DSTO
6/17/2016,24.54592,-81.40485,Bank Reef,no data,no,0%,"Funky SSID disease and white pox on APAL.  Also, OANN look a little off or paling."
6/17/2016,25.04450,-80.36997, Patch Reef,partly cloudy,no,0%,"Resubmit of form to include ""NONE"" for overall bleaching severity. Cory"
6/19/2016,24.54605,-81.40478,Bank Reef,no data,yes,1-10%,See photos sent to Cory Walter on 6/21/16. We also noticed and sent photo of what we think might be yellow-band disease on a photo sent same day.
6/22/2016,24.62536,-81.11285,Bank Reef,no data,no,0%,
6/22/2016,25.11003,-80.30693,Bank Reef,clear,yes,1-10%,black band disease
6/23/2016,24.66585,-81.07066, Patch Reef,partly cloudy,no,0%,
6/23/2016,24.45437,-81.85772, Patch Reef,partly cloudy,no,0%,Some fire coral tips were white.
6/23/2016,24.62533,-81.10988,other/don't know,no data,no,0%,
6/24/2016,24.55245,-81.38409,other/don't know,partly cloudy,no,0%,No disease noted.
6/24/2016,24.55116,-81.38960,other/don't know,no data,no,0%,"White band disease on outplants, did not notice on other corals."
6/24/2016,24.62666,-81.10799,Bank Reef,partly cloudy,no,0%,
6/24/2016,24.66073,-81.25085, Hardbottom,no data,no,0%,This was an inshore grass bed.  Found one small star coral head (about 1
6/25/2016,24.62562,-81.11107,Bank Reef,no data,no,0%,Everything looked GREAT!
6/26/2016,24.48928,-81.67348,Bank Reef,no data,no,0%,Black band disease on MCAV
6/27/2016,24.55182,-81.38751,other/don't know,partly cloudy,no,0%,no disease
6/27/2016,24.84724,-80.62019,Bank Reef,clear,no,0%,no disease reported
6/27/2016,24.61541,-81.39309, Hardbottom,mostly cloudy,no,0%,At Buoy 5 I will monitor a massive starlet coral which has fish bites but also lighter areas which Cory Walter advises could be disease. I have a photo.
6/28/2016,24.71823,-80.84495,Bank Reef,clear,no,0%,no disease reported
6/28/2016,24.90046,-80.61723, Patch Reef,clear,no,0%,no disease reported
6/28/2016,24.54263,-81.78987, Patch Reef,partly cloudy,no,0%,
6/29/2016,24.68489,-80.96512, Patch Reef,clear,yes,1-10%,The bleaching I am reporting on S SSID may have been disease. It was blotchy with some yellowish parts and some white spots. Also saw one S SSID with black band disease.
6/29/2016,24.66118,-80.99418, Patch Reef,clear,yes,1-10%,"signs of white plague, and black band on the pillar coral. A few of the pillar corals had lower parts that were bleached white"
6/29/2016,24.62572,-81.11760,Bank Reef,no data,no,0%,Water was green with current on west side flowing SSW and current on East side flowing ENE.  No bleaching observed.
6/29/2016,24.44450,-81.92643,Bank Reef,clear,no,0%,
6/29/2016,24.68500,-80.39642, Patch Reef,no data,no,0%,
6/29/2016,24.54465,-81.40939,Bank Reef,no data,no,0%,Not much bleaching but algae seems to be over growing soft corals. Will send a few pictures and label the email Looe Key Buoy 29.
6/29/2016,24.61528,-81.39270, Patch Reef,no data,no,0%,"There did not appear to be any new paling or bleaching, although those patch reefs have a lot of old damage. We did observe some new coral growth and healthy sea fans, although we did see a sea fan overgrown which was a first for either of us. We will send pictures to go with this with fire coral report and the subject will be Newfound Harbor June 29 Buoy 5."
6/30/2016,24.62548,-81.11178,Bank Reef,clear,no,0%,
6/30/2016,24.70406,-80.93953, Patch Reef,no data,no,1-10%,"Over all, the reef looked GREAT.  However, after a 2 hr. dive, I came across a total of 3 relatively small (1-2 cubic foot) Brain Corals, which were completely white, but looked healthy other wise.  I will submit photos under"
7/1/2016,24.53840,-81.45338, Patch Reef,no data,no,0%,No disease noted
7/4/2016,24.55077,-81.37998,other/don't know,no data,no,0%,No disease noted
7/4/2016,24.55290,-81.38015,other/don't know,no data,no,0%,No disease noted
7/4/2016,24.56883,-81.38113, Patch Reef,no data,no,0%,No disease noted
7/5/2016,24.53725,-81.44683,other/don't know,no data,no,0%,Saw some white disease on OFAV...about 10 colonies
7/5/2016,24.62648,-81.10862,Bank Reef,no data,no,0%,no disease noted
7/7/2016,24.55268,-81.38230,other/don't know,no data,no,0%,No disease reported
7/8/2016,24.69000,-80.91900,Bank Reef,clear,no,0%,"no disease, DCYL old WP"
7/8/2016,24.71800,-80.84500,Bank Reef,clear,no,0%,"no disease, DCYL old WP"
7/8/2016,24.45511,-81.85623,Bank Reef,no data,no,0%,
7/8/2016,24.88335,-80.67696,other/don't know,no data,yes,1-10%,"While conducting a seagrass grounding assessment, I observed a few colonies  of SSID and PFUR that were partially bleached. Although I was not in reef of SSID and PFUR that were partially bleached. Although I was not in reef seagrass and macro algae species"
7/8/2016,24.45440,-81.85772,Bank Reef,clear,no,0%,
7/8/2016,24.65678,-81.00973,other/don't know,no data,no,0%,no disease noted
7/10/2016,24.62355,-82.94247,other/don't know,no data,no,0%,BBD on CNAT
7/11/2016,24.90046,-80.61723, Patch Reef,no data,yes,1-10%,"Overall, the reef looked very healthy.  I did not see any disease other than maybe one or two aberrant colonies, and only a few were showing some paling."
7/12/2016,24.52292,-81.51683,Bank Reef,no data,no,0%,Saw 1 OFAV with blackband
7/12/2016,24.56023,-81.50127, Mid-Channel Reef,no data,yes,1-10%,BBD (small amounts)
7/12/2016,24.54129,-81.44066,Bank Reef,no data,no,0%,no disease noted
7/12/2016,24.52999,-81.48959,Bank Reef,no data,no,0%,no disease noted
7/12/2016,24.52672,-81.50054,Bank Reef,no data,no,0%,no disease noted
7/13/2016,24.54480,-81.81020,other/don't know,no data,yes,11-30%,
7/13/2016,24.54268,-81.78997, Patch Reef,partly cloudy,yes,11-30%,Black Band Disease on SSID
7/13/2016,24.44487,-81.92653,Bank Reef,partly cloudy,no,0%,
7/13/2016,24.45350,-81.86000,Bank Reef,no data,no,0%,no disease noted
7/13/2016,24.93517,-80.54949, Patch Reef,no data,yes,1-10%,
7/14/2016,24.55290,-81.38015,Bank Reef,no data,no,0%,No disease noted.
7/14/2016,24.61622,-81.39160, Hardbottom,no data,yes,1-10%,
7/14/2016,25.11140,-80.34038,other/don't know,no data,no,0%,no disease noted
7/14/2016,25.11110,-80.34002,other/don't know,no data,no,0%,Dark spot on approx. 2% SSID
7/14/2016,25.11016,-80.34073,other/don't know,no data,yes,1-10%,Dark spot on approx. 2% SSID
7/14/2016,25.11000,-80.34111,other/don't know,no data,yes,1-10%,Dark spot on approx. 2% SSID
7/14/2016,25.11643,-80.34102,other/don't know,no data,yes,1-10%,Minor paling on SINT and SSID.  Dark spot on 5% of SSID
7/14/2016,25.12285,-80.33810,other/don't know,no data,yes,1-10%,Minor paling on SINT and SSID.  Dark spot on 2% of SSID
7/16/2016,24.73360,-80.82650,other/don't know,partly cloudy,no,0%,
7/17/2016,25.11185,-80.30520, Patch Reef,no data,no,0%,"9 species affected with White Plague, the unknown White Blotch and other unknown white syndromes.  It is the worst disease outbreak I have observed over my 10 years of field work at one site.  It is affecting Orbicella annularis, Montastraea cavernosa, Psuedodiploria strigosa, Diploria labyrinthiformis, Colpophyllia natans, Siderastrea siderea,  Meandrina meandrites, Dichocoenia stokesii and Eusmilia fastigiata. Most Meandrina and Dichocoenia are 100% recently dead.  The two large iconic CNATs at mooring ball#12 are affected, the largest showing active spreading white blotch type disease and the next largest CNAT already 99% dead.  It was a very sad dive. "
7/18/2016,24.88830,-80.54898,Bank Reef,clear,yes,1-10%,Dark spot disease on coral.
7/18/2016,25.00921,-80.37446,other/don't know,no data,no,0%,"Disease, but less than 1% of the white disease"
